date,customer_id,product_category,quantity,unit_price,region,revenue,cost
2026-03-28,C-136,Apparel,4,105.33,East,421.32,291.23
2026-03-29,C-379,Electronics,7,91.5,East,640.5,306.67
2026-03-29,C-448,Electronics,3,312.5,East,937.5,451.38
2026-03-29,C-596,Home,2,266.31,West,532.62,288.61
2026-03-29,C-401,Beauty,7,338.35,East,2368.45,1646.43
2026-03-29,C-280,Electronics,1,465.51,East,465.51,223.76
2026-03-30,C-706,Apparel,8,270.81,South,2166.48,1131.1
2026-03-30,C-198,Office,3,294.66,North,883.98,590.01
2026-03-30,C-799,Electronics,2,53.92,North,107.84,43.23
2026-03-30,C-215,Electronics,3,361.64,South,1084.92,446.91
2026-03-30,C-290,Home,5,205.95,South,1029.75,598.51
2026-03-31,C-352,Beauty,8,488.6,West,3908.8,2627.55
2026-03-31,C-260,Office,7,413.36,West,2893.52,1364.75
2026-03-31,C-355,Apparel,7,266.02,West,1862.14,1007.22
2026-03-31,C-422,Office,7,70.38,South,492.66,263.64
2026-03-31,C-227,Apparel,8,431.11,South,3448.88,1868.92
2026-04-01,C-117,Beauty,1,401.89,East,401.89,235.81
2026-04-01,C-892,Apparel,4,100.45,West,401.8,217.34
2026-04-01,C-834,Home,6,154.69,West,928.14,495.85
2026-04-01,C-665,Home,9,398.77,West,3588.93,1946.23
2026-04-01,C-669,Home,2,100.76,North,201.52,116.33
2026-04-02,C-422,Home,1,459.7,East,459.7,257.94
2026-04-02,C-971,Office,2,218.02,West,436.04,286.15
2026-04-02,C-785,Beauty,7,52.65,West,368.55,152.89
2026-04-02,C-891,Apparel,3,409.72,West,1229.16,798.95
2026-04-02,C-725,Apparel,2,193.02,North,386.04,252.15
2026-04-03,C-387,Home,7,267.98,North,1875.86,910.68
2026-04-03,C-953,Home,2,65.03,South,130.06,70.08
2026-04-03,C-762,Electronics,3,11.27,East,33.81,17.97
2026-04-03,C-738,Beauty,7,322.61,South,2258.27,1051.34
2026-04-03,C-254,Office,4,262.44,East,1049.76,544.87
2026-04-04,C-589,Apparel,1,300.83,North,300.83,124.34
2026-04-04,C-485,Electronics,5,398.93,West,1994.65,964.11
2026-04-04,C-884,Electronics,9,326.84,South,2941.56,1897.32
2026-04-04,C-203,Apparel,8,95.64,West,765.12,371.37
2026-04-04,C-492,Office,9,186.78,South,1681.02,1085.03
2026-04-05,C-910,Electronics,9,453.89,North,4085.01,2285.48
2026-04-05,C-345,Electronics,7,387.27,North,2710.89,1799.92
2026-04-05,C-275,Beauty,4,282.75,North,1131.0,647.42
2026-04-05,C-138,Office,5,135.27,South,676.35,276.56
2026-04-05,C-576,Electronics,1,158.01,East,158.01,95.22
2026-04-06,C-781,Office,1,368.66,South,368.66,152.42
2026-04-06,C-858,Apparel,3,427.08,East,1281.24,685.69
2026-04-06,C-637,Home,8,339.0,South,2712.0,1840.98
2026-04-06,C-966,Electronics,2,406.67,South,813.34,365.65
2026-04-06,C-917,Beauty,4,385.66,North,1542.64,797.49
2026-04-07,C-507,Apparel,2,83.35,West,166.7,103.18
2026-04-07,C-624,Office,5,217.73,West,1088.65,723.6
2026-04-07,C-927,Apparel,9,84.96,East,764.64,459.76
2026-04-07,C-605,Electronics,1,125.27,West,125.27,59.81
2026-04-07,C-924,Office,5,435.94,South,2179.7,1313.01
2026-04-08,C-135,Home,9,241.72,South,2175.48,1063.85
2026-04-08,C-784,Apparel,1,272.33,North,272.33,167.63
2026-04-08,C-119,Electronics,9,97.44,North,876.96,601.78
2026-04-08,C-420,Beauty,8,163.01,West,1304.08,803.86
2026-04-08,C-875,Office,4,122.82,East,491.28,323.69
2026-04-09,C-611,Apparel,5,111.03,West,555.15,222.41
2026-04-09,C-499,Apparel,5,322.6,West,1613.0,992.43
2026-04-09,C-753,Home,6,135.87,West,815.22,528.98
2026-04-09,C-982,Home,7,319.69,West,2237.83,922.36
2026-04-09,C-570,Beauty,8,38.64,South,309.12,204.48
2026-04-10,C-242,Beauty,8,79.47,East,635.76,303.26
2026-04-10,C-191,Electronics,2,144.52,South,289.04,173.3
2026-04-10,C-453,Electronics,9,302.55,East,2722.95,1742.98
2026-04-10,C-933,Beauty,7,341.16,North,2388.12,1430.0
2026-04-10,C-899,Beauty,4,226.93,West,907.72,388.22
